,task,cosine,rank,top_10,category
7226,"('implement', 'implementing', 'see', 'seeing')",0.51816386,1,"[('seeing', 0.51816386), ('sees', 0.51687247), ('seen', 0.46344608), ('saw', 0.4424679), ('witnessing', 0.42107192), ('1630', 0.4119836), ('perceive', 0.40807763), ('227', 0.4030099), ('1738', 0.40293214), ('272', 0.40174785)]",gram5-present-participle
7227,"('implement', 'implementing', 'shuffle', 'shuffling')",0.6738961,1,"[('shuffling', 0.6738961), ('shuffled', 0.6690179), ('1718', 0.6286687), ('1628', 0.6278768), ('1704', 0.62764066), ('1742', 0.62707275), ('1725', 0.62636817), ('1741', 0.6249975), ('1752', 0.624289), ('1739', 0.62382424)]",gram5-present-participle
7228,"('implement', 'implementing', 'sing', 'singing')",0.5959098,1,"[('singing', 0.5959098), ('sings', 0.5912003), ('sung', 0.56520534), ('sang', 0.55713665), ('1742', 0.5272769), ('38th', 0.5048855), ('1743', 0.50293195), ('1738', 0.5025575), ('1741', 0.5017666), ('1665', 0.50007117)]",gram5-present-participle
7229,"('implement', 'implementing', 'sit', 'sitting')",0.54650074,2,"[('sits', 0.59640306), ('sitting', 0.5465007), ('sat', 0.5303319), ('1747', 0.4764744), ('1628', 0.47455102), ('1738', 0.4739032), ('326', 0.47329205), ('1643', 0.47298375), ('1630', 0.47269508), ('appointing', 0.4722323)]",gram5-present-participle
7230,"('implement', 'implementing', 'slow', 'slowing')",0.5634042,2,"[('slower', 0.6046317), ('slowing', 0.5634042), ('slowed', 0.5326583), ('slowly', 0.50091743), ('1630', 0.47698307), ('gradual', 0.47665772), ('faster', 0.47507578), ('quicker', 0.4748627), ('hesitant', 0.47206882), ('facilitating', 0.47116765)]",gram5-present-participle
7231,"('implement', 'implementing', 'swim', 'swimming')",0.63993317,1,"[('swimming', 0.63993305), ('swam', 0.62339395), ('jogging', 0.5381436), ('swimmers', 0.5308589), ('swimmer', 0.5241375), ('bathing', 0.5195718), ('1752', 0.5180695), ('fished', 0.51725274), ('1732', 0.5162978), ('physiological', 0.5160158)]",gram5-present-participle
7232,"('implement', 'implementing', 'think', 'thinking')",0.5553738,2,"[('thinks', 0.6200536), ('thinking', 0.5553738), ('thought', 0.47769076), ('thinkers', 0.458155), ('worried', 0.4509659), ('believes', 0.44961038), ('perceptions', 0.44812047), ('appointing', 0.44294652), ('worrying', 0.43737465), ('neuroscience', 0.43306154)]",gram5-present-participle
7233,"('implement', 'implementing', 'vanish', 'vanishing')",0.69802624,1,"[('vanishing', 0.6980263), ('disappear', 0.69353944), ('disappears', 0.6913357), ('disappearing', 0.66158015), ('vanished', 0.64683247), ('dismissing', 0.62203467), ('1747', 0.6212429), ('disappearance', 0.61730784), ('ذ', 0.61577207), ('1738', 0.6121085)]",gram5-present-participle
7234,"('implement', 'implementing', 'walk', 'walking')",0.5912062,3,"[('walks', 0.61427015), ('walked', 0.59178346), ('walking', 0.59120613), ('stroll', 0.4865522), ('jogging', 0.48598182), ('promenade', 0.4758288), ('walkway', 0.4545477), ('hike', 0.45196366), ('33rd', 0.44900483), ('56th', 0.44730473)]",gram5-present-participle
7235,"('implement', 'implementing', 'write', 'writing')",0.62953883,3,"[('writes', 0.665276), ('wrote', 0.65041906), ('writing', 0.62953883), ('written', 0.6173714), ('##write', 0.5497476), ('writings', 0.54220146), ('writers', 0.53900504), ('writer', 0.5319243), ('composing', 0.5268427), ('compose', 0.5207891)]",gram5-present-participle
7236,"('implement', 'implementing', 'code', 'coding')",0.502785,3,"[('codes', 0.6436054), ('coded', 0.55202967), ('coding', 0.50278497), ('##code', 0.49666816), ('encoding', 0.43954632), ('1629', 0.43895906), ('wiring', 0.4369122), ('1604', 0.43542534), ('1757', 0.4343078), ('1635', 0.4334535)]",gram5-present-participle
7237,"('implement', 'implementing', 'dance', 'dancing')",0.6005423,1,"[('dancing', 0.6005423), ('danced', 0.59106725), ('dances', 0.5872453), ('dancers', 0.5413982), ('dancer', 0.4928896), ('choreography', 0.48904967), ('ballet', 0.45506623), ('choreographed', 0.4550472), ('samba', 0.44803813), ('##dance', 0.44496956)]",gram5-present-participle
7238,"('implement', 'implementing', 'decrease', 'decreasing')",0.69544965,3,"[('decreases', 0.7290094), ('decreased', 0.7092272), ('decreasing', 0.69544965), ('reduces', 0.65052134), ('reducing', 0.6504002), ('reduce', 0.64392114), ('declines', 0.6379767), ('increases', 0.6337692), ('increase', 0.62635416), ('[unused68]', 0.61758506)]",gram5-present-participle
7239,"('implement', 'implementing', 'describe', 'describing')",0.68863624,1,"[('describing', 0.68863624), ('describes', 0.6649118), ('descriptions', 0.60851413), ('described', 0.5865795), ('characterised', 0.5709598), ('[unused176]', 0.5551383), ('[unused867]', 0.55470896), ('[unused803]', 0.55423), ('[unused190]', 0.55335), ('[unused742]', 0.55321145)]",gram5-present-participle
7240,"('implement', 'implementing', 'discover', 'discovering')",0.70026904,1,"[('discovering', 0.700269), ('discovers', 0.64839184), ('discoveries', 0.6003312), ('discovered', 0.59876335), ('rediscovered', 0.5865148), ('uncover', 0.58431005), ('discovery', 0.5508864), ('1732', 0.5490337), ('1746', 0.5446584), ('##そ', 0.5442425)]",gram5-present-participle
7241,"('implement', 'implementing', 'enhance', 'enhancing')",0.68955433,1,"[('enhancing', 0.6895543), ('facilitating', 0.6496308), ('strengthen', 0.6391067), ('improves', 0.6335248), ('enhancement', 0.6248945), ('evaluating', 0.62458426), ('enhanced', 0.6235806), ('facilitates', 0.6203256), ('appointing', 0.61778146), ('リ', 0.61669564)]",gram5-present-participle
7242,"('implement', 'implementing', 'fly', 'flying')",0.5321602,3,"[('flies', 0.5943966), ('flew', 0.54752207), ('flying', 0.5321602), ('flown', 0.50321096), ('1630', 0.47996855), ('1735', 0.47691336), ('1738', 0.47441965), ('1742', 0.47373003), ('soared', 0.47060964), ('38th', 0.469088)]",gram5-present-participle
7243,"('implement', 'implementing', 'generate', 'generating')",0.68044263,2,"[('generates', 0.75466406), ('generating', 0.6804426), ('generated', 0.6747205), ('generators', 0.61976326), ('[unused615]', 0.6165708), ('[unused205]', 0.6164799), ('[unused617]', 0.6164176), ('[unused990]', 0.6159738), ('[unused795]', 0.6155964), ('[unused715]', 0.61523134)]",gram5-present-participle
7244,"('implement', 'implementing', 'go', 'going')",0.504757,2,"[('went', 0.51684797), ('going', 0.50475705), ('goes', 0.49969167), ('gone', 0.44501102), ('324', 0.43736285), ('244', 0.43730533), ('351', 0.43690246), ('332', 0.43510902), ('253', 0.43185127), ('1630', 0.43132946)]",gram5-present-participle
7245,"('increase', 'increasing', 'jump', 'jumping')",0.64781076,2,"[('jumps', 0.6519543), ('jumping', 0.64781076), ('jumped', 0.6346674), ('leap', 0.5431224), ('leaping', 0.5372864), ('leaps', 0.516132), ('leaped', 0.5158399), ('decreasing', 0.514217), ('leapt', 0.5071357), ('jumper', 0.5045873)]",gram5-present-participle
7246,"('increase', 'increasing', 'listen', 'listening')",0.633708,2,"[('listened', 0.6788505), ('listening', 0.633708), ('decreasing', 0.4819655), ('listeners', 0.47965756), ('1790', 0.47291994), ('migrating', 0.46757206), ('caressing', 0.46688795), ('1780', 0.46686366), ('ʑ', 0.46627334), ('##行', 0.46541533)]",gram5-present-participle
7247,"('increase', 'increasing', 'look', 'looking')",0.59554213,2,"[('looked', 0.6160451), ('looking', 0.5955422), ('looks', 0.5729008), ('glance', 0.44727468), ('glancing', 0.4167184), ('decreasing', 0.40043703), ('292', 0.39845636), ('gazed', 0.39827362), ('gazing', 0.39039364), ('216', 0.39034012)]",gram5-present-participle
7248,"('increase', 'increasing', 'move', 'moving')",0.68384176,1,"[('moving', 0.68384176), ('moves', 0.6339548), ('moved', 0.6212107), ('decreasing', 0.5008187), ('migrating', 0.47899982), ('relocating', 0.47380704), ('progressing', 0.46056736), ('evolving', 0.44904914), ('relocate', 0.44481632), ('relocation', 0.44040278)]",gram5-present-participle
7249,"('increase', 'increasing', 'play', 'playing')",0.6210943,1,"[('playing', 0.6210944), ('plays', 0.6110781), ('played', 0.5667447), ('##play', 0.44394612), ('players', 0.40807468), ('196', 0.40144005), ('317', 0.39217257), ('232', 0.38901493), ('1600', 0.388518), ('progressing', 0.38637707)]",gram5-present-participle
7250,"('increase', 'increasing', 'predict', 'predicting')",0.7199452,1,"[('predicting', 0.7199452), ('predicted', 0.6436459), ('predictions', 0.6435972), ('prediction', 0.63054687), ('decreasing', 0.59557146), ('calculate', 0.5928834), ('anticipating', 0.5803811), ('[unused231]', 0.5799971), ('[unused415]', 0.5799635), ('[unused248]', 0.57963073)]",gram5-present-participle
7251,"('increase', 'increasing', 'read', 'reading')",0.60214466,2,"[('reads', 0.60409147), ('reading', 0.60214466), ('readings', 0.45098814), ('recited', 0.41790628), ('reader', 0.41335353), ('1733', 0.40953612), ('readers', 0.40620393), ('1702', 0.40012515), ('1730', 0.39758357), ('1723', 0.3965057)]",gram5-present-participle
7252,"('increase', 'increasing', 'run', 'running')",0.606504,1,"[('running', 0.6065041), ('runs', 0.5979844), ('ran', 0.54320025), ('222', 0.39717606), ('229', 0.39657006), ('195', 0.39618564), ('232', 0.3957701), ('197', 0.39530912), ('188', 0.3944256), ('306', 0.39341196)]",gram5-present-participle
7253,"('increase', 'increasing', 'say', 'saying')",0.5036613,3,"[('says', 0.5434327), ('said', 0.52246153), ('saying', 0.5036613), ('decreasing', 0.43491605), ('insisting', 0.39049366), ('232', 0.38750973), ('1733', 0.3861982), ('caressing', 0.385341), ('1780', 0.38464004), ('1792', 0.38304183)]",gram5-present-participle
7254,"('increase', 'increasing', 'scream', 'screaming')",0.63135374,3,"[('screams', 0.6695456), ('screamed', 0.65173554), ('screaming', 0.6313536), ('shriek', 0.62724525), ('shrieked', 0.5755241), ('yells', 0.5691865), ('cries', 0.5682572), ('yelling', 0.56593055), ('moans', 0.56040215), ('decreasing', 0.55732805)]",gram5-present-participle
7255,"('increase', 'increasing', 'see', 'seeing')",0.50642264,2,"[('sees', 0.52726126), ('seeing', 0.50642276), ('saw', 0.48056605), ('seen', 0.45672214), ('witnessing', 0.39275777), ('272', 0.37869784), ('291', 0.37868503), ('216', 0.37839416), ('perceive', 0.37644675), ('227', 0.37562713)]",gram5-present-participle
7256,"('increase', 'increasing', 'shuffle', 'shuffling')",0.70167613,1,"[('shuffling', 0.7016762), ('shuffled', 0.68785805), ('1725', 0.62483877), ('1734', 0.62042093), ('1722', 0.616219), ('1702', 0.61412907), ('1704', 0.6133075), ('1741', 0.6133014), ('1752', 0.61152387), ('1739', 0.609975)]",gram5-present-participle
7257,"('increase', 'increasing', 'sing', 'singing')",0.6039017,1,"[('singing', 0.60390174), ('sings', 0.5717015), ('sang', 0.5654614), ('sung', 0.5447968), ('decreasing', 0.50465256), ('1742', 0.48764077), ('migrating', 0.4841882), ('1767', 0.4800952), ('choirs', 0.4798238), ('1712', 0.47933915)]",gram5-present-participle
7258,"('increase', 'increasing', 'sit', 'sitting')",0.5890058,2,"[('sits', 0.5898113), ('sitting', 0.5890058), ('sat', 0.55673635), ('decreasing', 0.46930373), ('1651', 0.46387735), ('1702', 0.46132565), ('1733', 0.45951602), ('1734', 0.4586592), ('1735', 0.45702976), ('317', 0.45560968)]",gram5-present-participle
7259,"('increase', 'increasing', 'slow', 'slowing')",0.55817443,2,"[('slower', 0.57702124), ('slowing', 0.5581743), ('slowed', 0.536579), ('slowly', 0.5086563), ('decreasing', 0.5071787), ('accelerating', 0.49050498), ('gradual', 0.46906093), ('faster', 0.45546454), ('accelerated', 0.4531519), ('accelerate', 0.4501147)]",gram5-present-participle
7260,"('increase', 'increasing', 'swim', 'swimming')",0.66077375,1,"[('swimming', 0.66077375), ('swam', 0.6453541), ('swimmers', 0.5416166), ('decreasing', 0.51486206), ('rowing', 0.5117748), ('fished', 0.5114855), ('jogging', 0.50617266), ('aquatic', 0.5059815), ('1788', 0.50562966), ('swimmer', 0.50460255)]",gram5-present-participle
7261,"('increase', 'increasing', 'think', 'thinking')",0.5490135,2,"[('thinks', 0.5952003), ('thinking', 0.5490135), ('thought', 0.5016498), ('believes', 0.4466979), ('worrying', 0.44519663), ('believe', 0.43822438), ('suppose', 0.43376815), ('believing', 0.43163195), ('thinkers', 0.4269467), ('worried', 0.4259117)]",gram5-present-participle
7262,"('increase', 'increasing', 'vanish', 'vanishing')",0.7219462,1,"[('vanishing', 0.7219463), ('disappears', 0.6976597), ('disappear', 0.6830188), ('disappearing', 0.6708157), ('vanished', 0.66892415), ('decreasing', 0.64037734), ('shrinking', 0.6145484), ('disappeared', 0.6072441), ('1797', 0.599746), ('glittering', 0.598933)]",gram5-present-participle
7263,"('increase', 'increasing', 'walk', 'walking')",0.6464649,1,"[('walking', 0.6464649), ('walked', 0.62312084), ('walks', 0.6152702), ('stroll', 0.4740965), ('decreasing', 0.47255924), ('strolled', 0.4429609), ('jogging', 0.44093913), ('walkers', 0.43731588), ('accelerating', 0.4324356), ('progressing', 0.43050504)]",gram5-present-participle
7264,"('increase', 'increasing', 'write', 'writing')",0.653973,3,"[('writes', 0.68956035), ('wrote', 0.67186505), ('writing', 0.653973), ('written', 0.58826494), ('writers', 0.5652617), ('writer', 0.53912336), ('writings', 0.5383881), ('##write', 0.5251025), ('publish', 0.51440907), ('##writing', 0.5086765)]",gram5-present-participle
7265,"('increase', 'increasing', 'code', 'coding')",0.4852127,2,"[('codes', 0.6462709), ('coding', 0.48521268), ('##code', 0.4823093), ('coded', 0.47745442), ('decreasing', 0.41536376), ('pascal', 0.40298614), ('evolving', 0.39836484), ('121', 0.39188516), ('1648', 0.38982555), ('##codes', 0.3892955)]",gram5-present-participle
7266,"('increase', 'increasing', 'dance', 'dancing')",0.61352956,1,"[('dancing', 0.61352956), ('dances', 0.5668438), ('danced', 0.5654546), ('dancers', 0.51471514), ('dancer', 0.4975689), ('decreasing', 0.4701072), ('choreography', 0.43383583), ('ballet', 0.42899826), ('drumming', 0.4281329), ('222', 0.4278803)]",gram5-present-participle
7267,"('increase', 'increasing', 'decrease', 'decreasing')",0.8571646,1,"[('decreasing', 0.85716456), ('decreases', 0.7618871), ('decreased', 0.7551543), ('reducing', 0.7186013), ('declining', 0.6705987), ('reduces', 0.66493386), ('declines', 0.642806), ('reduce', 0.64112586), ('[unused415]', 0.63952714), ('[unused496]', 0.6390728)]",gram5-present-participle
7268,"('increase', 'increasing', 'describe', 'describing')",0.6987243,1,"[('describing', 0.6987244), ('describes', 0.68510306), ('described', 0.61685026), ('descriptions', 0.58136797), ('characterised', 0.5526046), ('decreasing', 0.5429401), ('specifies', 0.5334066), ('classify', 0.5298412), ('define', 0.5288027), ('predicting', 0.5265787)]",gram5-present-participle
7269,"('increase', 'increasing', 'discover', 'discovering')",0.6910894,1,"[('discovering', 0.69108933), ('discovers', 0.63982785), ('discovered', 0.604055), ('rediscovered', 0.5728567), ('discoveries', 0.56359154), ('uncover', 0.55430573), ('decreasing', 0.5392083), ('1732', 0.5296548), ('1760', 0.5289829), ('evolving', 0.5283785)]",gram5-present-participle
7270,"('increase', 'increasing', 'enhance', 'enhancing')",0.7200034,1,"[('enhancing', 0.7200034), ('decreasing', 0.65711415), ('improving', 0.6511845), ('facilitating', 0.6500177), ('improves', 0.64354634), ('accelerating', 0.64008117), ('strengthen', 0.63749814), ('evolving', 0.63432777), ('enhancement', 0.63266206), ('altering', 0.630453)]",gram5-present-participle
7271,"('increase', 'increasing', 'fly', 'flying')",0.55381393,2,"[('flies', 0.6206618), ('flying', 0.55381393), ('flew', 0.54526997), ('flown', 0.49296996), ('1735', 0.4577451), ('##fly', 0.45427918), ('decreasing', 0.45385617), ('migrating', 0.4489196), ('1736', 0.44864053), ('1730', 0.44453773)]",gram5-present-participle
7272,"('increase', 'increasing', 'generate', 'generating')",0.70339966,2,"[('generates', 0.75402445), ('generating', 0.7033997), ('generated', 0.689452), ('decreasing', 0.62431824), ('generators', 0.6147805), ('[unused668]', 0.6113422), ('[unused933]', 0.61036223), ('[unused960]', 0.6095491), ('[unused1]', 0.60917497), ('[unused164]', 0.60916054)]",gram5-present-participle
7273,"('increase', 'increasing', 'go', 'going')",0.52965295,2,"[('went', 0.54613936), ('going', 0.52965295), ('goes', 0.5037674), ('gone', 0.45566303), ('253', 0.42469496), ('232', 0.42360052), ('292', 0.42073128), ('decreasing', 0.41051134), ('222', 0.4072755), ('570', 0.40687215)]",gram5-present-participle
7274,"('increase', 'increasing', 'implement', 'implementing')",0.7047836,2,"[('implements', 0.7196433), ('implementing', 0.7047835), ('implemented', 0.6457401), ('implementations', 0.5887981), ('enforcing', 0.5870635), ('accelerating', 0.5738102), ('decreasing', 0.5713828), ('administering', 0.57033074), ('implementation', 0.56970584), ('enforced', 0.5650544)]",gram5-present-participle
7275,"('jump', 'jumping', 'listen', 'listening')",0.62820154,2,"[('listened', 0.6767107), ('listening', 0.62820154), ('listeners', 0.49023914), ('ɨ', 0.48825806), ('[unused256]', 0.48749366), ('##行', 0.48740515), ('[unused613]', 0.48697838), ('[unused63]', 0.48677465), ('[unused924]', 0.4863733), ('し', 0.4863483)]",gram5-present-participle
7276,"('jump', 'jumping', 'look', 'looking')",0.5838108,3,"[('looked', 0.62499785), ('looks', 0.6213427), ('looking', 0.58381087), ('glance', 0.46352482), ('glancing', 0.4546015), ('gazing', 0.4454521), ('peek', 0.4387968), ('gazed', 0.4340823), ('glances', 0.4304846), ('glanced', 0.42899463)]",gram5-present-participle
7277,"('jump', 'jumping', 'move', 'moving')",0.61497915,1,"[('moving', 0.61497915), ('moves', 0.6054363), ('moved', 0.5972323), ('relocating', 0.5103743), ('relocate', 0.47321615), ('migrating', 0.4714718), ('relocation', 0.45905685), ('progressing', 0.45729873), ('leaping', 0.44449604), ('1753', 0.43793026)]",gram5-present-participle
7278,"('jump', 'jumping', 'play', 'playing')",0.60317546,2,"[('plays', 0.6169708), ('playing', 0.60317546), ('played', 0.5701873), ('##play', 0.4681465), ('players', 0.41642183), ('leaping', 0.4125647), ('317', 0.39490157), ('194', 0.393643), ('1600', 0.3935337), ('321', 0.38484752)]",gram5-present-participle
7279,"('jump', 'jumping', 'predict', 'predicting')",0.6933547,1,"[('predicting', 0.6933548), ('predictions', 0.6376031), ('predicted', 0.6258606), ('[unused159]', 0.61762434), ('[unused695]', 0.61622304), ('[unused613]', 0.61576307), ('[unused415]', 0.6156259), ('[unused278]', 0.61556184), ('[unused519]', 0.6154592), ('[unused248]', 0.61540085)]",gram5-present-participle
7280,"('jump', 'jumping', 'read', 'reading')",0.5958899,2,"[('reads', 0.61910194), ('reading', 0.5958899), ('recited', 0.47818393), ('readings', 0.4633245), ('transcribed', 0.4277757), ('translating', 0.42322132), ('1733', 0.42207107), ('1713', 0.4211459), ('1764', 0.42019498), ('1672', 0.41648963)]",gram5-present-participle
7281,"('jump', 'jumping', 'run', 'running')",0.59645486,2,"[('runs', 0.60105777), ('running', 0.59645486), ('ran', 0.541225), ('194', 0.39949238), ('197', 0.39724964), ('leaping', 0.39706483), ('309', 0.39326683), ('317', 0.39194956), ('43rd', 0.39105394), ('319', 0.3906371)]",gram5-present-participle
7282,"('jump', 'jumping', 'say', 'saying')",0.5048557,3,"[('says', 0.55802405), ('said', 0.5094483), ('saying', 0.5048557), ('moaning', 0.44017482), ('whispering', 0.43088847), ('mutter', 0.4298977), ('muttering', 0.4287893), ('mentioning', 0.4267886), ('groaning', 0.42672285), ('yelling', 0.42416272)]",gram5-present-participle
7283,"('jump', 'jumping', 'scream', 'screaming')",0.6401164,3,"[('screams', 0.6944249), ('screamed', 0.6802749), ('screaming', 0.64011633), ('shriek', 0.6385286), ('yells', 0.6192461), ('yelling', 0.611962), ('shrieked', 0.60251385), ('moans', 0.59606344), ('moaning', 0.58106333), ('whimper', 0.5795739)]",gram5-present-participle
7284,"('jump', 'jumping', 'see', 'seeing')",0.538108,1,"[('seeing', 0.538108), ('sees', 0.5332509), ('seen', 0.4515544), ('saw', 0.44829634), ('witnessing', 0.43462697), ('perceive', 0.40857086), ('1692', 0.3947143), ('1682', 0.39469257), ('1705', 0.39250448), ('leaping', 0.3918546)]",gram5-present-participle
7285,"('jump', 'jumping', 'shuffle', 'shuffling')",0.718765,1,"[('shuffling', 0.71876496), ('shuffled', 0.68485856), ('1704', 0.6317264), ('1764', 0.6210172), ('1717', 0.6209925), ('ᄐ', 0.61955416), ('1725', 0.6182484), ('1734', 0.6170954), ('1655', 0.6153138), ('1705', 0.6150093)]",gram5-present-participle
7286,"('jump', 'jumping', 'sing', 'singing')",0.6269166,1,"[('singing', 0.6269166), ('sings', 0.60920316), ('sang', 0.5842624), ('sung', 0.5810249), ('humming', 0.5251765), ('1872', 0.5104005), ('singers', 0.50928044), ('moans', 0.5076628), ('performs', 0.50683504), ('shouting', 0.5066088)]",gram5-present-participle
7287,"('jump', 'jumping', 'sit', 'sitting')",0.6038976,2,"[('sits', 0.6132626), ('sitting', 0.6038976), ('sat', 0.52287614), ('seated', 0.48986918), ('kneeling', 0.4848687), ('perched', 0.47728243), ('1642', 0.47455063), ('occupying', 0.46905127), ('leaping', 0.4685457), ('1651', 0.46705592)]",gram5-present-participle
7288,"('jump', 'jumping', 'slow', 'slowing')",0.54026395,3,"[('slower', 0.58724606), ('slowed', 0.5421384), ('slowing', 0.54026395), ('pausing', 0.4776456), ('quicker', 0.47120914), ('stopping', 0.46355054), ('accelerating', 0.4589236), ('halted', 0.4577247), ('speeding', 0.45585966), ('gliding', 0.45470527)]",gram5-present-participle
7289,"('jump', 'jumping', 'swim', 'swimming')",0.65960497,1,"[('swimming', 0.65960485), ('swam', 0.63074553), ('leaping', 0.5570227), ('swimmers', 0.544342), ('darting', 0.53039944), ('fished', 0.5252872), ('jogging', 0.52077734), ('rowing', 0.5207109), ('[unused935]', 0.51944524), ('1764', 0.5189385)]",gram5-present-participle
7290,"('jump', 'jumping', 'think', 'thinking')",0.53797096,2,"[('thinks', 0.62442696), ('thinking', 0.53797096), ('thought', 0.4730089), ('suppose', 0.46559545), ('believes', 0.4401033), ('leaping', 0.43736455), ('presumed', 0.43620902), ('##貴', 0.4271616), ('calculate', 0.42562947), ('thinkers', 0.4238139)]",gram5-present-participle
7291,"('jump', 'jumping', 'vanish', 'vanishing')",0.6965737,2,"[('disappear', 0.7073551), ('vanishing', 0.69657373), ('disappears', 0.69251645), ('disappearing', 0.6663633), ('vanished', 0.6575685), ('[unused935]', 0.62317944), ('[unused828]', 0.6223097), ('[unused569]', 0.6220437), ('[unused415]', 0.62183815), ('[unused613]', 0.6216799)]",gram5-present-participle
7292,"('jump', 'jumping', 'walk', 'walking')",0.6501261,1,"[('walking', 0.6501261), ('walked', 0.6002496), ('walks', 0.5918815), ('stroll', 0.47734228), ('wandering', 0.46676236), ('jogging', 0.4633019), ('strolled', 0.46126217), ('walkway', 0.45993045), ('hopping', 0.45950276), ('leaping', 0.45702583)]",gram5-present-participle
7293,"('jump', 'jumping', 'write', 'writing')",0.6231748,3,"[('writes', 0.6518974), ('wrote', 0.62469196), ('writing', 0.62317485), ('written', 0.56849927), ('composing', 0.54762644), ('writings', 0.545954), ('writers', 0.54427856), ('writer', 0.5434258), ('##writing', 0.5296503), ('##write', 0.52954024)]",gram5-present-participle
7294,"('jump', 'jumping', 'code', 'coding')",0.47450927,4,"[('codes', 0.6451748), ('##code', 0.49246094), ('coded', 0.49046934), ('coding', 0.47450927), ('##codes', 0.428007), ('1682', 0.4170435), ('1649', 0.41694012), ('##51', 0.4149937), ('1708', 0.41470227), ('1717', 0.4138306)]",gram5-present-participle
7295,"('jump', 'jumping', 'dance', 'dancing')",0.62423444,1,"[('dancing', 0.62423456), ('dances', 0.5942711), ('danced', 0.5758329), ('dancers', 0.52031136), ('dancer', 0.4797822), ('leaping', 0.47371635), ('writhing', 0.46132177), ('gliding', 0.45833814), ('##dance', 0.45670104), ('fluttering', 0.44891667)]",gram5-present-participle
7296,"('jump', 'jumping', 'decrease', 'decreasing')",0.68857086,3,"[('decreases', 0.71652704), ('decreased', 0.7041056), ('decreasing', 0.6885709), ('reducing', 0.6450247), ('increases', 0.6445527), ('[unused164]', 0.6347904), ('[unused697]', 0.63382614), ('[unused982]', 0.63376564), ('[unused935]', 0.63358474), ('[unused613]', 0.63356245)]",gram5-present-participle
7297,"('jump', 'jumping', 'describe', 'describing')",0.6932003,1,"[('describing', 0.6932001), ('describes', 0.6668575), ('descriptions', 0.6122851), ('described', 0.59922314), ('[unused935]', 0.5624333), ('[unused645]', 0.5618984), ('[unused662]', 0.56170905), ('[unused70]', 0.5616576), ('[unused982]', 0.5614295), ('[unused190]', 0.5613137)]",gram5-present-participle
7298,"('jump', 'jumping', 'discover', 'discovering')",0.68288124,1,"[('discovering', 0.68288124), ('discovers', 0.6427489), ('discovered', 0.60300547), ('discoveries', 0.55556834), ('rediscovered', 0.5532915), ('uncover', 0.5449222), ('[unused808]', 0.5388411), ('[unused455]', 0.5381347), ('[unused48]', 0.53811806), ('[unused172]', 0.53811765)]",gram5-present-participle
7299,"('jump', 'jumping', 'enhance', 'enhancing')",0.70322245,1,"[('enhancing', 0.70322245), ('enhanced', 0.63188064), ('improves', 0.624149), ('facilitating', 0.6231517), ('[unused63]', 0.6219433), ('enhancement', 0.62143344), ('strengthen', 0.6210318), ('[unused870]', 0.62037206), ('[unused769]', 0.6200631), ('[unused695]', 0.6199825)]",gram5-present-participle
7300,"('jump', 'jumping', 'fly', 'flying')",0.537368,3,"[('flies', 0.62138623), ('flew', 0.5440389), ('flying', 0.53736806), ('flown', 0.5277798), ('leaping', 0.47148904), ('fluttering', 0.47002888), ('##fly', 0.4657604), ('gliding', 0.45240098), ('wasps', 0.45020658), ('1735', 0.4488254)]",gram5-present-participle
7301,"('jump', 'jumping', 'generate', 'generating')",0.67711675,3,"[('generates', 0.7316337), ('generated', 0.6914967), ('generating', 0.67711675), ('[unused164]', 0.6331962), ('[unused960]', 0.6322542), ('[unused267]', 0.6320018), ('[unused982]', 0.631842), ('[unused935]', 0.63155466), ('[unused626]', 0.63121223), ('[unused101]', 0.6308713)]",gram5-present-participle
7302,"('jump', 'jumping', 'go', 'going')",0.5453571,1,"[('going', 0.5453572), ('went', 0.5410331), ('goes', 0.54009736), ('gone', 0.4254286), ('253', 0.42121837), ('402', 0.4164509), ('leaping', 0.4147061), ('252', 0.41339275), ('331', 0.41044578), ('351', 0.40831646)]",gram5-present-participle
7303,"('jump', 'jumping', 'implement', 'implementing')",0.6901893,2,"[('implements', 0.72350204), ('implementing', 0.6901893), ('implemented', 0.65595144), ('implementation', 0.5961877), ('implementations', 0.5954658), ('[unused256]', 0.57856154), ('[unused769]', 0.5783849), ('[unused506]', 0.57807815), ('[unused695]', 0.5779424), ('enforcing', 0.57787937)]",gram5-present-participle
7304,"('jump', 'jumping', 'increase', 'increasing')",0.6397554,2,"[('increases', 0.67974156), ('increasing', 0.63975537), ('decrease', 0.6275476), ('increased', 0.61800754), ('decreases', 0.5787946), ('decreased', 0.5565868), ('decreasing', 0.54969186), ('enhance', 0.5412178), ('improving', 0.5360914), ('enhancing', 0.5358143)]",gram5-present-participle
7305,"('listen', 'listening', 'look', 'looking')",0.59457725,1,"[('looking', 0.5945774), ('looked', 0.5416072), ('looks', 0.49980205), ('staring', 0.434142), ('peering', 0.41441134), ('gazing', 0.40745956), ('glance', 0.40605894), ('peeking', 0.3971729), ('glancing', 0.38287783), ('peek', 0.37357736)]",gram5-present-participle
7306,"('listen', 'listening', 'move', 'moving')",0.60811555,1,"[('moving', 0.6081156), ('moved', 0.56518185), ('moves', 0.5625845), ('relocating', 0.41834202), ('relocation', 0.40453562), ('movement', 0.39589855), ('740', 0.3827447), ('1570', 0.379942), ('migrating', 0.37887275), ('relocated', 0.37773374)]",gram5-present-participle
