,task,cosine,rank,top_10,category
5724,"('low', 'lowest', 'weak', 'weakest')",0.73306525,1,"[('weakest', 0.73306525), ('strongest', 0.6337661), ('weaker', 0.6258451), ('smallest', 0.5195752), ('weaken', 0.50646317), ('toughest', 0.50376546), ('highest', 0.49103183), ('poorest', 0.48639035), ('weakened', 0.48601034), ('cheapest', 0.48174936)]",gram4-superlative
5725,"('low', 'lowest', 'wide', 'widest')",0.67489755,1,"[('widest', 0.67489743), ('highest', 0.52608275), ('wider', 0.50103086), ('longest', 0.46302348), ('smallest', 0.45957777), ('largest', 0.45949823), ('deepest', 0.45655146), ('biggest', 0.42792934), ('narrower', 0.4262578), ('heaviest', 0.42542493)]",gram4-superlative
5726,"('low', 'lowest', 'young', 'youngest')",0.63144046,1,"[('youngest', 0.63144034), ('younger', 0.55377084), ('eldest', 0.52436596), ('youngsters', 0.5121214), ('oldest', 0.48199713), ('teenage', 0.47007662), ('youngster', 0.46956208), ('youthful', 0.46547958), ('highest', 0.46263406), ('youths', 0.4573381)]",gram4-superlative
5727,"('low', 'lowest', 'bad', 'worst')",0.5623637,1,"[('worst', 0.5623638), ('weakest', 0.45823318), ('toughest', 0.45161578), ('horrible', 0.4485483), ('highest', 0.44603083), ('heaviest', 0.4381572), ('darkest', 0.43796894), ('poorest', 0.43167055), ('strongest', 0.43062428), ('terrible', 0.43047556)]",gram4-superlative
5728,"('low', 'lowest', 'big', 'biggest')",0.6727799,1,"[('biggest', 0.6727798), ('largest', 0.5754709), ('highest', 0.49846536), ('smallest', 0.4885399), ('bigger', 0.48795134), ('heaviest', 0.45168447), ('toughest', 0.44164565), ('widest', 0.4380749), ('deepest', 0.4303589), ('huge', 0.42804748)]",gram4-superlative
5729,"('low', 'lowest', 'bright', 'brightest')",0.64797074,1,"[('brightest', 0.64797086), ('brighter', 0.5852195), ('darkest', 0.53880256), ('happiest', 0.49073538), ('strongest', 0.4777019), ('coolest', 0.46498626), ('hottest', 0.46487668), ('smartest', 0.46074933), ('cheapest', 0.45973033), ('highest', 0.4569223)]",gram4-superlative
5730,"('low', 'lowest', 'cool', 'coolest')",0.6866737,1,"[('coolest', 0.68667376), ('hottest', 0.5195133), ('cooler', 0.4967646), ('cooled', 0.44602647), ('toughest', 0.44037327), ('cheapest', 0.43769485), ('smallest', 0.42875162), ('cooling', 0.42562056), ('darkest', 0.42268288), ('happiest', 0.42197487)]",gram4-superlative
5731,"('low', 'lowest', 'dark', 'darkest')",0.6785699,1,"[('darkest', 0.6785699), ('darker', 0.61147624), ('darkness', 0.48007637), ('deepest', 0.4720585), ('heaviest', 0.46586618), ('brightest', 0.4628225), ('weakest', 0.44653726), ('hottest', 0.4465352), ('deadliest', 0.44343483), ('darkened', 0.443098)]",gram4-superlative
5732,"('low', 'lowest', 'easy', 'easiest')",0.70948267,1,"[('easiest', 0.7094826), ('easier', 0.59019554), ('toughest', 0.5243378), ('hardest', 0.51712227), ('simplest', 0.51547945), ('cheapest', 0.49161977), ('quickest', 0.48781592), ('safest', 0.46103916), ('heaviest', 0.45461175), ('fastest', 0.45261222)]",gram4-superlative
5733,"('low', 'lowest', 'fast', 'fastest')",0.6639591,1,"[('fastest', 0.6639591), ('quickest', 0.5726605), ('faster', 0.50844324), ('shortest', 0.45863223), ('highest', 0.4449319), ('quicker', 0.43402368), ('cheapest', 0.433864), ('weakest', 0.43348834), ('tallest', 0.4328235), ('strongest', 0.4308912)]",gram4-superlative
5734,"('low', 'lowest', 'good', 'best')",0.39472747,8,"[('highest', 0.47304296), ('greatest', 0.42379326), ('strongest', 0.42366), ('happiest', 0.40286493), ('worst', 0.40166774), ('finest', 0.3974682), ('weakest', 0.39579976), ('best', 0.39472747), ('excellent', 0.3862282), ('cheapest', 0.38331264)]",gram4-superlative
5735,"('low', 'lowest', 'great', 'greatest')",0.61909723,1,"[('greatest', 0.61909723), ('highest', 0.49735197), ('phenomenal', 0.46302775), ('fantastic', 0.4602539), ('strongest', 0.4529286), ('finest', 0.45242226), ('largest', 0.4521831), ('tremendous', 0.44930232), ('terrific', 0.44468755), ('amazing', 0.43895456)]",gram4-superlative
5736,"('low', 'lowest', 'high', 'highest')",0.81415117,1,"[('highest', 0.8141511), ('higher', 0.48698112), ('largest', 0.4588627), ('heaviest', 0.44969115), ('tallest', 0.44922492), ('strongest', 0.4314371), ('greatest', 0.4287158), ('widest', 0.41983002), ('deepest', 0.41970098), ('longest', 0.41736668)]",gram4-superlative
5737,"('low', 'lowest', 'hot', 'hottest')",0.670308,1,"[('hottest', 0.67030805), ('hotter', 0.5415801), ('coolest', 0.4883316), ('fastest', 0.45633787), ('cheapest', 0.45179668), ('strongest', 0.44767454), ('highest', 0.43695801), ('busiest', 0.4355037), ('toughest', 0.43508297), ('quickest', 0.43337357)]",gram4-superlative
5738,"('low', 'lowest', 'large', 'largest')",0.71062076,1,"[('largest', 0.71062076), ('smallest', 0.57198346), ('biggest', 0.570087), ('highest', 0.5336319), ('widest', 0.4909556), ('larger', 0.4896624), ('heaviest', 0.4805973), ('sizable', 0.4746838), ('gigantic', 0.46321756), ('tallest', 0.45826504)]",gram4-superlative
5739,"('low', 'lowest', 'long', 'longest')",0.62330705,1,"[('longest', 0.623307), ('shortest', 0.4815772), ('highest', 0.459917), ('largest', 0.426057), ('widest', 0.40465072), ('biggest', 0.39549753), ('deepest', 0.38501996), ('longer', 0.37690586), ('oldest', 0.37115315), ('earliest', 0.36622906)]",gram4-superlative
5740,"('old', 'oldest', 'quick', 'quickest')",0.46399587,1,"[('quickest', 0.46399593), ('quicker', 0.44313055), ('fastest', 0.44079816), ('youngest', 0.40637252), ('eldest', 0.37996647), ('shortest', 0.3779785), ('faster', 0.36350775), ('easiest', 0.36292082), ('earliest', 0.3409232), ('longest', 0.33534765)]",gram4-superlative
5741,"('old', 'oldest', 'simple', 'simplest')",0.5308303,1,"[('simplest', 0.5308304), ('simpler', 0.4656989), ('youngest', 0.40091553), ('easiest', 0.3975592), ('eldest', 0.38148332), ('simplicity', 0.38055876), ('simplistic', 0.3650713), ('smallest', 0.3648764), ('straightforward', 0.35605985), ('cheapest', 0.34650165)]",gram4-superlative
5742,"('old', 'oldest', 'short', 'shortest')",0.43671945,1,"[('shortest', 0.43671945), ('shorter', 0.41517812), ('longest', 0.3581751), ('youngest', 0.31287557), ('lowest', 0.2742717), ('eldest', 0.27294087), ('fastest', 0.27247822), ('tallest', 0.27124003), ('smallest', 0.2639318), ('longer', 0.2632182)]",gram4-superlative
5743,"('old', 'oldest', 'small', 'smallest')",0.481368,1,"[('smallest', 0.481368), ('smaller', 0.44997796), ('largest', 0.42168474), ('youngest', 0.4123444), ('tiny', 0.39998403), ('large', 0.37091756), ('biggest', 0.35838246), ('eldest', 0.35835102), ('larger', 0.3504258), ('lowest', 0.3357491)]",gram4-superlative
5744,"('old', 'oldest', 'smart', 'smartest')",0.5278547,1,"[('smartest', 0.52785486), ('smarter', 0.4682926), ('youngest', 0.4035673), ('intelligent', 0.3969476), ('eldest', 0.38082832), ('coolest', 0.34888473), ('fastest', 0.34299734), ('clever', 0.3405846), ('cheapest', 0.33291274), ('wealthiest', 0.3327429)]",gram4-superlative
5745,"('old', 'oldest', 'strong', 'strongest')",0.5179183,1,"[('strongest', 0.5179182), ('stronger', 0.45318863), ('youngest', 0.3625394), ('weakest', 0.36241227), ('weaker', 0.3613708), ('eldest', 0.35221258), ('toughest', 0.338166), ('highest', 0.33455145), ('largest', 0.33155274), ('fastest', 0.32665178)]",gram4-superlative
5746,"('old', 'oldest', 'tall', 'tallest')",0.54466736,1,"[('tallest', 0.54466736), ('taller', 0.4659902), ('eldest', 0.4219867), ('youngest', 0.4140719), ('longest', 0.40160394), ('shortest', 0.38946462), ('largest', 0.377375), ('highest', 0.37022522), ('fastest', 0.3521317), ('lowest', 0.35035887)]",gram4-superlative
5747,"('old', 'oldest', 'weak', 'weakest')",0.53513676,1,"[('weakest', 0.53513676), ('weaker', 0.520114), ('strongest', 0.4740454), ('lowest', 0.41968974), ('youngest', 0.41762143), ('eldest', 0.39341885), ('weakness', 0.3916682), ('feeble', 0.3885113), ('weaken', 0.38488787), ('smallest', 0.3783963)]",gram4-superlative
5748,"('old', 'oldest', 'wide', 'widest')",0.5069207,1,"[('widest', 0.50692064), ('wider', 0.4132028), ('youngest', 0.38929293), ('longest', 0.38269404), ('highest', 0.3640394), ('largest', 0.34953424), ('eldest', 0.34555203), ('lowest', 0.33556044), ('fastest', 0.33367908), ('shortest', 0.32817364)]",gram4-superlative
5749,"('old', 'oldest', 'young', 'youngest')",0.594352,1,"[('youngest', 0.594352), ('eldest', 0.4965603), ('younger', 0.48557347), ('youngsters', 0.40523517), ('teenage', 0.38555107), ('youthful', 0.3801046), ('youngster', 0.37228313), ('youth', 0.37126413), ('older', 0.3645279), ('newest', 0.36146772)]",gram4-superlative
5750,"('old', 'oldest', 'bad', 'worst')",0.3962416,1,"[('worst', 0.39624166), ('youngest', 0.34603772), ('horrible', 0.3358058), ('lowest', 0.32730165), ('toughest', 0.3194169), ('eldest', 0.31142774), ('terrible', 0.31119752), ('worse', 0.30841038), ('lousy', 0.3007785), ('longest', 0.29951018)]",gram4-superlative
5751,"('old', 'oldest', 'big', 'biggest')",0.5005188,1,"[('biggest', 0.50051886), ('largest', 0.42405462), ('huge', 0.4054654), ('bigger', 0.3948642), ('large', 0.3741518), ('youngest', 0.35690317), ('eldest', 0.33590636), ('gigantic', 0.33233184), ('smallest', 0.32210928), ('longest', 0.32197922)]",gram4-superlative
5752,"('old', 'oldest', 'bright', 'brightest')",0.49773818,1,"[('brightest', 0.49773818), ('brighter', 0.47296897), ('youngest', 0.43586606), ('eldest', 0.40909332), ('brightly', 0.37631598), ('vibrant', 0.3630553), ('fastest', 0.362481), ('darkest', 0.3576161), ('smartest', 0.3538591), ('coolest', 0.35270792)]",gram4-superlative
5753,"('old', 'oldest', 'cool', 'coolest')",0.5591859,1,"[('coolest', 0.5591859), ('cooler', 0.4023858), ('hottest', 0.39640653), ('youngest', 0.39608964), ('cooled', 0.36676857), ('neat', 0.36173522), ('eldest', 0.33932662), ('cooling', 0.33907878), ('fastest', 0.33726478), ('awesome', 0.3321748)]",gram4-superlative
5754,"('old', 'oldest', 'dark', 'darkest')",0.4800979,2,"[('darker', 0.48394325), ('darkest', 0.4800979), ('youngest', 0.39982232), ('eldest', 0.38265404), ('darkness', 0.37957892), ('lowest', 0.34640938), ('brightest', 0.34063113), ('darkened', 0.33962297), ('longest', 0.33921394), ('shadowy', 0.33532372)]",gram4-superlative
5755,"('old', 'oldest', 'easy', 'easiest')",0.54966044,1,"[('easiest', 0.54966044), ('easier', 0.48766053), ('simplest', 0.38697034), ('toughest', 0.3788689), ('youngest', 0.37538433), ('eldest', 0.36901683), ('hardest', 0.36852908), ('fastest', 0.3546217), ('easily', 0.35071093), ('shortest', 0.3482058)]",gram4-superlative
5756,"('old', 'oldest', 'fast', 'fastest')",0.5164421,1,"[('fastest', 0.5164421), ('faster', 0.447734), ('quickest', 0.39320546), ('youngest', 0.38199523), ('rapidly', 0.37327802), ('quicker', 0.35798872), ('shortest', 0.34600815), ('slower', 0.3325454), ('eldest', 0.33043754), ('tallest', 0.3270873)]",gram4-superlative
5757,"('old', 'oldest', 'good', 'best')",0.29258823,5,"[('excellent', 0.3315244), ('youngest', 0.31626487), ('eldest', 0.29936945), ('highest', 0.29514357), ('best', 0.29258823), ('great', 0.28689986), ('decent', 0.2866206), ('lowest', 0.2843136), ('amazing', 0.2707973), ('nice', 0.26999384)]",gram4-superlative
5758,"('old', 'oldest', 'great', 'greatest')",0.42663628,1,"[('greatest', 0.4266363), ('fantastic', 0.39052737), ('amazing', 0.386555), ('wonderful', 0.37814832), ('incredible', 0.37301257), ('tremendous', 0.36746177), ('terrific', 0.36357307), ('phenomenal', 0.35919413), ('awesome', 0.35246685), ('fabulous', 0.3505522)]",gram4-superlative
5759,"('old', 'oldest', 'high', 'highest')",0.50755894,1,"[('highest', 0.50755894), ('higher', 0.41796583), ('lowest', 0.3914008), ('low', 0.35994664), ('youngest', 0.33662596), ('eldest', 0.30592924), ('tallest', 0.30281028), ('longest', 0.2908217), ('highs', 0.29033977), ('largest', 0.2895383)]",gram4-superlative
5760,"('old', 'oldest', 'hot', 'hottest')",0.50257546,1,"[('hottest', 0.50257546), ('hotter', 0.39643827), ('youngest', 0.37192923), ('coolest', 0.36365017), ('fastest', 0.35510588), ('eldest', 0.3427596), ('tallest', 0.31806353), ('longest', 0.31484506), ('heated', 0.31329882), ('shortest', 0.30412555)]",gram4-superlative
5761,"('old', 'oldest', 'large', 'largest')",0.5285328,1,"[('largest', 0.52853274), ('larger', 0.424385), ('youngest', 0.4117376), ('biggest', 0.4101598), ('sizeable', 0.4077454), ('sizable', 0.40717477), ('smallest', 0.3864081), ('huge', 0.3854581), ('eldest', 0.37832054), ('smaller', 0.37379783)]",gram4-superlative
5762,"('old', 'oldest', 'long', 'longest')",0.48538888,1,"[('longest', 0.48538885), ('longer', 0.35912898), ('shortest', 0.35633942), ('youngest', 0.31817144), ('lengthy', 0.29979464), ('shorter', 0.29342157), ('largest', 0.2932791), ('eldest', 0.29140136), ('earliest', 0.29060024), ('short', 0.2805214)]",gram4-superlative
5763,"('old', 'oldest', 'low', 'lowest')",0.55852413,1,"[('lowest', 0.5585242), ('highest', 0.43600386), ('youngest', 0.38648725), ('lower', 0.37075713), ('lows', 0.36555666), ('eldest', 0.33904076), ('higher', 0.336874), ('shortest', 0.33585593), ('smallest', 0.33141023), ('high', 0.32238868)]",gram4-superlative
5764,"('quick', 'quickest', 'simple', 'simplest')",0.68833107,1,"[('simplest', 0.6883311), ('easiest', 0.5822358), ('simpler', 0.5403879), ('fastest', 0.52379096), ('cheapest', 0.5140641), ('smallest', 0.47542045), ('smartest', 0.47353896), ('straightforward', 0.45989388), ('safest', 0.44401678), ('shortest', 0.4428333)]",gram4-superlative
5765,"('quick', 'quickest', 'short', 'shortest')",0.5635631,1,"[('shortest', 0.56356305), ('fastest', 0.4945023), ('longest', 0.4733732), ('shorter', 0.4589183), ('easiest', 0.40665936), ('cheapest', 0.38404), ('simplest', 0.36791527), ('smallest', 0.36709833), ('tallest', 0.3669646), ('weakest', 0.35090226)]",gram4-superlative
5766,"('quick', 'quickest', 'small', 'smallest')",0.62706196,1,"[('smallest', 0.62706196), ('fastest', 0.52398676), ('largest', 0.5151968), ('biggest', 0.4692311), ('smaller', 0.4488852), ('shortest', 0.44602144), ('easiest', 0.44565597), ('simplest', 0.44046417), ('cheapest', 0.4313128), ('lowest', 0.41870758)]",gram4-superlative
5767,"('quick', 'quickest', 'smart', 'smartest')",0.6458824,1,"[('smartest', 0.6458824), ('fastest', 0.5316788), ('smarter', 0.5149767), ('cheapest', 0.46559018), ('coolest', 0.46165735), ('brightest', 0.45316383), ('safest', 0.44417465), ('easiest', 0.43278348), ('happiest', 0.41770515), ('busiest', 0.40967053)]",gram4-superlative
5768,"('quick', 'quickest', 'strong', 'strongest')",0.6740446,1,"[('strongest', 0.6740446), ('fastest', 0.54118794), ('weakest', 0.5197398), ('stronger', 0.50852865), ('toughest', 0.42944664), ('weaker', 0.4256323), ('heaviest', 0.42317927), ('longest', 0.40715918), ('greatest', 0.40692082), ('easiest', 0.40620512)]",gram4-superlative
5769,"('quick', 'quickest', 'tall', 'tallest')",0.61219484,1,"[('tallest', 0.6121948), ('fastest', 0.52521205), ('taller', 0.52489585), ('longest', 0.46844316), ('shortest', 0.45488226), ('busiest', 0.4434637), ('heaviest', 0.4351178), ('cheapest', 0.43330252), ('easiest', 0.42715114), ('coolest', 0.42508355)]",gram4-superlative
5770,"('quick', 'quickest', 'weak', 'weakest')",0.6701865,1,"[('weakest', 0.67018646), ('strongest', 0.5886462), ('weaker', 0.56870234), ('fastest', 0.54810953), ('easiest', 0.48781523), ('cheapest', 0.47189108), ('weakness', 0.46957564), ('lowest', 0.464344), ('smallest', 0.453653), ('brightest', 0.45324686)]",gram4-superlative
5771,"('quick', 'quickest', 'wide', 'widest')",0.6074776,1,"[('widest', 0.6074776), ('fastest', 0.51081985), ('longest', 0.45409295), ('wider', 0.45091152), ('highest', 0.40283448), ('easiest', 0.39989904), ('shortest', 0.39576644), ('busiest', 0.39277866), ('smallest', 0.3927205), ('heaviest', 0.39186674)]",gram4-superlative
5772,"('quick', 'quickest', 'young', 'youngest')",0.5645068,1,"[('youngest', 0.5645068), ('fastest', 0.5174125), ('younger', 0.48010194), ('youngsters', 0.4790318), ('brightest', 0.47627997), ('eldest', 0.46885347), ('youngster', 0.46492425), ('youthful', 0.4452108), ('hottest', 0.44298697), ('cheapest', 0.43724746)]",gram4-superlative
5773,"('quick', 'quickest', 'bad', 'worst')",0.5197493,1,"[('worst', 0.51974934), ('fastest', 0.468254), ('deadliest', 0.42493197), ('cheapest', 0.41916823), ('darkest', 0.4176683), ('weakest', 0.4163421), ('heaviest', 0.41060555), ('easiest', 0.4084295), ('horrible', 0.40659788), ('orst', 0.4044835)]",gram4-superlative
5774,"('quick', 'quickest', 'big', 'biggest')",0.61515623,1,"[('biggest', 0.6151562), ('largest', 0.5018693), ('fastest', 0.49495196), ('bigger', 0.4434398), ('coolest', 0.42812955), ('heaviest', 0.42753276), ('smallest', 0.42706025), ('longest', 0.42357948), ('busiest', 0.42328468), ('hottest', 0.42044398)]",gram4-superlative
5775,"('quick', 'quickest', 'bright', 'brightest')",0.63013,1,"[('brightest', 0.63013), ('fastest', 0.5450545), ('brighter', 0.53403807), ('darkest', 0.50327945), ('brightly', 0.46977648), ('coolest', 0.46274576), ('hottest', 0.46261084), ('smartest', 0.4595666), ('happiest', 0.4465454), ('cheapest', 0.4461589)]",gram4-superlative
5776,"('quick', 'quickest', 'cool', 'coolest')",0.68396187,1,"[('coolest', 0.68396175), ('hottest', 0.5268432), ('fastest', 0.52203757), ('cooler', 0.46599743), ('easiest', 0.44342926), ('cheapest', 0.43792307), ('smartest', 0.43157578), ('cooled', 0.42078367), ('cooling', 0.41667345), ('darkest', 0.40829924)]",gram4-superlative
5777,"('quick', 'quickest', 'dark', 'darkest')",0.62967044,1,"[('darkest', 0.62967044), ('darker', 0.5628833), ('fastest', 0.48625562), ('darkness', 0.46165723), ('brightest', 0.4612182), ('hottest', 0.44618982), ('deadliest', 0.42935777), ('heaviest', 0.429049), ('cheapest', 0.42258024), ('coolest', 0.4161308)]",gram4-superlative
5778,"('quick', 'quickest', 'easy', 'easiest')",0.73717433,1,"[('easiest', 0.7371744), ('easier', 0.5678168), ('fastest', 0.5667263), ('simplest', 0.51240927), ('cheapest', 0.4935638), ('safest', 0.47562975), ('hardest', 0.4743963), ('toughest', 0.47294608), ('smartest', 0.45266876), ('coolest', 0.44637105)]",gram4-superlative
5779,"('quick', 'quickest', 'fast', 'fastest')",0.7400439,1,"[('fastest', 0.74004376), ('faster', 0.5134574), ('quicker', 0.44650578), ('easiest', 0.43946946), ('shortest', 0.4357704), ('cheapest', 0.42230874), ('longest', 0.41383708), ('tallest', 0.41072777), ('hottest', 0.41020313), ('slower', 0.4030604)]",gram4-superlative
5780,"('quick', 'quickest', 'good', 'best')",0.4300876,2,"[('fastest', 0.47758472), ('best', 0.43008763), ('easiest', 0.4020703), ('strongest', 0.3908832), ('greatest', 0.38490394), ('cheapest', 0.38045967), ('coolest', 0.37258485), ('worst', 0.36648202), ('happiest', 0.3664593), ('smartest', 0.36348948)]",gram4-superlative
5781,"('quick', 'quickest', 'great', 'greatest')",0.5633981,1,"[('greatest', 0.5633981), ('fastest', 0.5080124), ('coolest', 0.43545285), ('fantastic', 0.42380765), ('easiest', 0.42207462), ('strongest', 0.41730216), ('longest', 0.41202655), ('terrific', 0.40249163), ('finest', 0.39683887), ('busiest', 0.39353153)]",gram4-superlative
5782,"('quick', 'quickest', 'high', 'highest')",0.58885753,1,"[('highest', 0.58885753), ('fastest', 0.47777498), ('lowest', 0.46214172), ('higher', 0.39789334), ('tallest', 0.39062563), ('longest', 0.38273653), ('heaviest', 0.37789372), ('highs', 0.3746387), ('cheapest', 0.36664128), ('hottest', 0.3658538)]",gram4-superlative
5783,"('quick', 'quickest', 'hot', 'hottest')",0.642873,1,"[('hottest', 0.64287305), ('hotter', 0.5553842), ('fastest', 0.5463096), ('coolest', 0.47922596), ('cheapest', 0.433889), ('easiest', 0.42443785), ('busiest', 0.4240948), ('ottest', 0.424076), ('safest', 0.40572748), ('strongest', 0.40559265)]",gram4-superlative
5784,"('quick', 'quickest', 'large', 'largest')",0.6289514,1,"[('largest', 0.6289514), ('biggest', 0.51939577), ('fastest', 0.5130239), ('smallest', 0.5056523), ('longest', 0.46356723), ('heaviest', 0.45460656), ('widest', 0.45102152), ('tallest', 0.44691437), ('sizeable', 0.434628), ('busiest', 0.43241757)]",gram4-superlative
5785,"('quick', 'quickest', 'long', 'longest')",0.5971795,1,"[('longest', 0.5971794), ('fastest', 0.47311926), ('shortest', 0.4528076), ('longer', 0.381704), ('easiest', 0.36178726), ('widest', 0.35560843), ('cheapest', 0.3484848), ('largest', 0.34738562), ('biggest', 0.3417346), ('tallest', 0.33960858)]",gram4-superlative
5786,"('quick', 'quickest', 'low', 'lowest')",0.64278555,1,"[('lowest', 0.64278567), ('fastest', 0.5131392), ('highest', 0.5043148), ('cheapest', 0.47438288), ('lows', 0.45820078), ('weakest', 0.45182106), ('easiest', 0.44341585), ('shortest', 0.4271308), ('smallest', 0.42642462), ('heaviest', 0.42589596)]",gram4-superlative
5787,"('quick', 'quickest', 'old', 'oldest')",0.46716517,2,"[('olds', 0.4829135), ('oldest', 0.46716514), ('fastest', 0.46271846), ('cheapest', 0.41751564), ('tallest', 0.40872434), ('smallest', 0.40787002), ('easiest', 0.4073358), ('longest', 0.40243), ('olded', 0.40072182), ('heaviest', 0.39188302)]",gram4-superlative
5788,"('simple', 'simplest', 'short', 'shortest')",0.55808115,1,"[('shortest', 0.5580811), ('shorter', 0.49582818), ('quickest', 0.42563823), ('longest', 0.4228259), ('easiest', 0.4218259), ('smallest', 0.41897854), ('cheapest', 0.37823138), ('shorten', 0.36915693), ('weakest', 0.36857885), ('tallest', 0.35615972)]",gram4-superlative
5789,"('simple', 'simplest', 'small', 'smallest')",0.693776,1,"[('smallest', 0.6937761), ('smaller', 0.5148321), ('largest', 0.5060476), ('easiest', 0.4625752), ('biggest', 0.45341334), ('tiny', 0.45327005), ('weakest', 0.43939918), ('shortest', 0.43306562), ('slightest', 0.42872754), ('cheapest', 0.4260106)]",gram4-superlative
5790,"('simple', 'simplest', 'smart', 'smartest')",0.6656198,1,"[('smartest', 0.66561985), ('smarter', 0.56039345), ('coolest', 0.47692385), ('cheapest', 0.47669294), ('safest', 0.46600568), ('easiest', 0.46105546), ('brightest', 0.4530454), ('quickest', 0.45112416), ('intelligent', 0.44885197), ('smallest', 0.42603523)]",gram4-superlative
5791,"('simple', 'simplest', 'strong', 'strongest')",0.71435344,1,"[('strongest', 0.7143535), ('weakest', 0.5741928), ('stronger', 0.5274935), ('weaker', 0.4809127), ('toughest', 0.46617055), ('easiest', 0.44395697), ('heaviest', 0.43872187), ('quickest', 0.4354242), ('smallest', 0.43525007), ('safest', 0.43256363)]",gram4-superlative
5792,"('simple', 'simplest', 'tall', 'tallest')",0.6313016,1,"[('tallest', 0.6313015), ('taller', 0.5656505), ('smallest', 0.46513787), ('shortest', 0.45946136), ('easiest', 0.45517078), ('quickest', 0.4490451), ('cheapest', 0.44340637), ('heaviest', 0.4428037), ('coolest', 0.4387746), ('longest', 0.4362648)]",gram4-superlative
5793,"('simple', 'simplest', 'weak', 'weakest')",0.71198976,1,"[('weakest', 0.7119898), ('weaker', 0.6136038), ('strongest', 0.5992435), ('easiest', 0.51407784), ('smallest', 0.5138057), ('weaken', 0.49477503), ('weakening', 0.4884066), ('weakness', 0.48031542), ('cheapest', 0.47856644), ('poorest', 0.47601807)]",gram4-superlative
5794,"('simple', 'simplest', 'wide', 'widest')",0.6450339,1,"[('widest', 0.6450339), ('wider', 0.46833676), ('smallest', 0.45134422), ('widening', 0.4266233), ('easiest', 0.42374527), ('quickest', 0.41940385), ('longest', 0.41860938), ('narrower', 0.4183286), ('deepest', 0.41513687), ('widen', 0.41310313)]",gram4-superlative
5795,"('simple', 'simplest', 'young', 'youngest')",0.59564024,1,"[('youngest', 0.5956403), ('younger', 0.5317673), ('eldest', 0.5139365), ('youngsters', 0.5052355), ('youngster', 0.4773226), ('oldest', 0.4729793), ('brightest', 0.47272494), ('teenage', 0.4692503), ('youthful', 0.4554761), ('poorest', 0.4529454)]",gram4-superlative
5796,"('simple', 'simplest', 'bad', 'worst')",0.5203285,1,"[('worst', 0.52032846), ('weakest', 0.45409524), ('easiest', 0.44030967), ('poorest', 0.43365192), ('cheapest', 0.4312382), ('darkest', 0.43017587), ('toughest', 0.4211723), ('heaviest', 0.41906348), ('coolest', 0.4173864), ('deadliest', 0.41676983)]",gram4-superlative
5797,"('simple', 'simplest', 'big', 'biggest')",0.6086811,1,"[('biggest', 0.6086812), ('largest', 0.49443483), ('bigger', 0.48489594), ('smallest', 0.48416975), ('coolest', 0.429274), ('heaviest', 0.42104542), ('widest', 0.41711935), ('easiest', 0.41373983), ('tallest', 0.40719688), ('gigantic', 0.40446216)]",gram4-superlative
5798,"('simple', 'simplest', 'bright', 'brightest')",0.6501139,1,"[('brightest', 0.65011394), ('brighter', 0.5986399), ('darkest', 0.5232877), ('brightly', 0.4865111), ('coolest', 0.48318458), ('smartest', 0.47135517), ('easiest', 0.46888044), ('hottest', 0.46613497), ('quickest', 0.4616507), ('cheapest', 0.461018)]",gram4-superlative
5799,"('simple', 'simplest', 'cool', 'coolest')",0.7125549,1,"[('coolest', 0.71255475), ('hottest', 0.5277924), ('cooler', 0.49878228), ('easiest', 0.47037947), ('cheapest', 0.4457101), ('cooled', 0.44451842), ('cooling', 0.44416523), ('quickest', 0.4375718), ('smallest', 0.43491718), ('smartest', 0.43473068)]",gram4-superlative
5800,"('simple', 'simplest', 'dark', 'darkest')",0.6672697,1,"[('darkest', 0.6672697), ('darker', 0.57584006), ('brightest', 0.47199285), ('darkness', 0.46346492), ('hottest', 0.45254353), ('heaviest', 0.44440755), ('safest', 0.4442287), ('easiest', 0.44126976), ('smallest', 0.44065973), ('deepest', 0.44046402)]",gram4-superlative
5801,"('simple', 'simplest', 'easy', 'easiest')",0.77619326,1,"[('easiest', 0.77619326), ('easier', 0.58761805), ('quickest', 0.5237084), ('hardest', 0.50343305), ('cheapest', 0.49916103), ('toughest', 0.49378473), ('safest', 0.49248916), ('coolest', 0.45373267), ('smartest', 0.4515625), ('smallest', 0.45031738)]",gram4-superlative
5802,"('simple', 'simplest', 'fast', 'fastest')",0.6156476,1,"[('fastest', 0.6156477), ('quickest', 0.58738256), ('faster', 0.50097513), ('easiest', 0.46299073), ('quicker', 0.4475508), ('shortest', 0.43232548), ('cheapest', 0.4254974), ('slower', 0.4245034), ('weakest', 0.4119543), ('tallest', 0.40912762)]",gram4-superlative
5803,"('simple', 'simplest', 'good', 'best')",0.39968082,3,"[('easiest', 0.42917174), ('quickest', 0.40203372), ('best', 0.3996808), ('strongest', 0.39260843), ('cheapest', 0.38483745), ('weakest', 0.38271973), ('coolest', 0.38117203), ('excellent', 0.38052163), ('finest', 0.3797834), ('safest', 0.37551373)]",gram4-superlative
5804,"('simple', 'simplest', 'great', 'greatest')",0.5565787,1,"[('greatest', 0.55657876), ('easiest', 0.45973772), ('coolest', 0.45837334), ('terrific', 0.44959182), ('finest', 0.442597), ('strongest', 0.4303579), ('quickest', 0.42678997), ('tremendous', 0.42541158), ('marvelous', 0.4175258), ('fantastic', 0.41638586)]",gram4-superlative
